State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
RI,2021,May,12 month-ending,Number of Drug Overdose Deaths,419,100,0.016904742,Rhode Island,419
RI,2021,November,12 month-ending,Number of Drug Overdose Deaths,454,100,0.050782903,Rhode Island,455
RI,2021,October,12 month-ending,Number of Drug Overdose Deaths,432,100,0.025359256,Rhode Island,432
RI,2021,September,12 month-ending,Number of Drug Overdose Deaths,412,100,0.02548853,Rhode Island,412
RI,2022,April,12 month-ending,Number of Drug Overdose Deaths,468,100,0.061039414,Rhode Island,470
RI,2022,August,12 month-ending,Number of Drug Overdose Deaths,458,100,0.061060712,Rhode Island,460
RI,2022,December,12 month-ending,Number of Drug Overdose Deaths,452,100,0.063256823,Rhode Island,454
RI,2022,February,12 month-ending,Number of Drug Overdose Deaths,460,100,0.051808997,Rhode Island,461
RI,2022,January,12 month-ending,Number of Drug Overdose Deaths,459,100,0.043099733,Rhode Island,460
RI,2022,July,12 month-ending,Number of Drug Overdose Deaths,471,100,0.060705923,Rhode Island,473
RI,2022,June,12 month-ending,Number of Drug Overdose Deaths,481,100,0.05241548,Rhode Island,482
RI,2022,March,12 month-ending,Number of Drug Overdose Deaths,473,100,0.06090134,Rhode Island,475
RI,2022,May,12 month-ending,Number of Drug Overdose Deaths,469,100,0.06119416,Rhode Island,471
RI,2022,November,12 month-ending,Number of Drug Overdose Deaths,447,100,0.053295434,Rhode Island,448
RI,2022,October,12 month-ending,Number of Drug Overdose Deaths,453,100,0.079358081,Rhode Island,456
RI,2022,September,12 month-ending,Number of Drug Overdose Deaths,455,100,0.061663143,Rhode Island,457
RI,2023,April,12 month-ending,Number of Drug Overdose Deaths,448,100,0.164263552,Rhode Island,456
RI,2023,August,12 month-ending,Number of Drug Overdose Deaths,439,100,0.323594675,Rhode Island,456
RI,2023,February,12 month-ending,Number of Drug Overdose Deaths,454,100,0.074197737,Rhode Island,456
RI,2023,January,12 month-ending,Number of Drug Overdose Deaths,460,100,0.082834791,Rhode Island,461
RI,2023,July,12 month-ending,Number of Drug Overdose Deaths,444,100,0.229357798,Rhode Island,456
RI,2023,June,12 month-ending,Number of Drug Overdose Deaths,428,100,0.209586295,Rhode Island,438
RI,2023,March,12 month-ending,Number of Drug Overdose Deaths,445,100,0.101410528,Rhode Island,449
RI,2023,May,12 month-ending,Number of Drug Overdose Deaths,434,100,0.173722227,Rhode Island,442
RI,2023,November,12 month-ending,Number of Drug Overdose Deaths,402,100,0.634366094,Rhode Island,433
RI,2023,October,12 month-ending,Number of Drug Overdose Deaths,417,100,0.431350954,Rhode Island,439
RI,2023,September,12 month-ending,Number of Drug Overdose Deaths,435,100,0.403373671,Rhode Island,456
SC,2015,April,12 month-ending,Number of Drug Overdose Deaths,709,100,0.032806246,South Carolina,709
SC,2015,August,12 month-ending,Number of Drug Overdose Deaths,744,100,0.041154046,South Carolina,745
SC,2015,December,12 month-ending,Number of Drug Overdose Deaths,736,100,0.060407318,South Carolina,738
SC,2015,February,12 month-ending,Number of Drug Overdose Deaths,699,100,0.026511135,South Carolina,699
SC,2015,January,12 month-ending,Number of Drug Overdose Deaths,692,100,0.026734394,South Carolina,692
SC,2015,July,12 month-ending,Number of Drug Overdose Deaths,726,100,0.036906778,South Carolina,726
SC,2015,June,12 month-ending,Number of Drug Overdose Deaths,730,100,0.034809094,South Carolina,730
SC,2015,March,12 month-ending,Number of Drug Overdose Deaths,710,100,0.030656039,South Carolina,710
SC,2015,May,12 month-ending,Number of Drug Overdose Deaths,726,100,0.037083088,South Carolina,726
SC,2015,November,12 month-ending,Number of Drug Overdose Deaths,738,100,0.04521477,South Carolina,739
SC,2015,October,12 month-ending,Number of Drug Overdose Deaths,747,100,0.038748843,South Carolina,748
SC,2015,September,12 month-ending,Number of Drug Overdose Deaths,735,100,0.034587116,South Carolina,735
SC,2016,April,12 month-ending,Number of Drug Overdose Deaths,771,100,0.060503911,South Carolina,774
SC,2016,August,12 month-ending,Number of Drug Overdose Deaths,822,100,0.0559236,South Carolina,824
SC,2016,December,12 month-ending,Number of Drug Overdose Deaths,871,100,0.038197908,South Carolina,871
SC,2016,February,12 month-ending,Number of Drug Overdose Deaths,722,100,0.064822818,South Carolina,725
SC,2016,January,12 month-ending,Number of Drug Overdose Deaths,730,100,0.062876718,South Carolina,733
SC,2016,July,12 month-ending,Number of Drug Overdose Deaths,822,100,0.055874326,South Carolina,824
SC,2016,June,12 month-ending,Number of Drug Overdose Deaths,804,100,0.058283864,South Carolina,806
SC,2016,March,12 month-ending,Number of Drug Overdose Deaths,733,100,0.062848103,South Carolina,736
SC,2016,May,12 month-ending,Number of Drug Overdose Deaths,775,100,0.058361974,South Carolina,777
SC,2016,November,12 month-ending,Number of Drug Overdose Deaths,842,100,0.059644265,South Carolina,845
SC,2016,October,12 month-ending,Number of Drug Overdose Deaths,846,100,0.062048012,South Carolina,849
SC,2016,September,12 month-ending,Number of Drug Overdose Deaths,831,100,0.059753729,South Carolina,834
SC,2017,April,12 month-ending,Number of Drug Overdose Deaths,934,100,0.038042904,South Carolina,934
SC,2017,August,12 month-ending,Number of Drug Overdose Deaths,999,100,0.043734511,South Carolina,1000
SC,2017,December,12 month-ending,Number of Drug Overdose Deaths,1001,100,0.057829733,South Carolina,1004
SC,2017,February,12 month-ending,Number of Drug Overdose Deaths,934,100,0.038369714,South Carolina,934
SC,2017,January,12 month-ending,Number of Drug Overdose Deaths,903,100,0.040264474,South Carolina,904
SC,2017,July,12 month-ending,Number of Drug Overdose Deaths,981,100,0.046032809,South Carolina,982
SC,2017,June,12 month-ending,Number of Drug Overdose Deaths,978,100,0.044006706,South Carolina,979
SC,2017,March,12 month-ending,Number of Drug Overdose Deaths,924,100,0.036055143,South Carolina,924
SC,2017,May,12 month-ending,Number of Drug Overdose Deaths,964,100,0.042112356,South Carolina,965
SC,2017,November,12 month-ending,Number of Drug Overdose Deaths,1028,100,0.051841407,South Carolina,1030
SC,2017,October,12 month-ending,Number of Drug Overdose Deaths,1012,100,0.043581123,South Carolina,1013
SC,2017,September,12 month-ending,Number of Drug Overdose Deaths,1020,100,0.045857217,South Carolina,1021
SC,2018,April,12 month-ending,Number of Drug Overdose Deaths,1057,100,0.062853551,South Carolina,1061
SC,2018,August,12 month-ending,Number of Drug Overdose Deaths,1053,100,0.064795691,South Carolina,1057
SC,2018,December,12 month-ending,Number of Drug Overdose Deaths,1106,100,0.076680927,South Carolina,1112
SC,2018,February,12 month-ending,Number of Drug Overdose Deaths,992,100,0.058781798,South Carolina,995
SC,2018,January,12 month-ending,Number of Drug Overdose Deaths,993,100,0.055053728,South Carolina,995
SC,2018,July,12 month-ending,Number of Drug Overdose Deaths,1057,100,0.064920574,South Carolina,1061
SC,2018,June,12 month-ending,Number of Drug Overdose Deaths,1039,100,0.066971081,South Carolina,1043
SC,2018,March,12 month-ending,Number of Drug Overdose Deaths,1023,100,0.060773033,South Carolina,1026
SC,2018,May,12 month-ending,Number of Drug Overdose Deaths,1046,100,0.060733663,South Carolina,1049
SC,2018,November,12 month-ending,Number of Drug Overdose Deaths,1064,100,0.072620176,South Carolina,1069
SC,2018,October,12 month-ending,Number of Drug Overdose Deaths,1064,100,0.072825845,South Carolina,1069
SC,2018,September,12 month-ending,Number of Drug Overdose Deaths,1048,100,0.06873269,South Carolina,1052
SC,2019,April,12 month-ending,Number of Drug Overdose Deaths,1069,100,0.08148797,South Carolina,1075
SC,2019,August,12 month-ending,Number of Drug Overdose Deaths,1083,100,0.082526519,South Carolina,1089
SC,2019,December,12 month-ending,Number of Drug Overdose Deaths,1131,100,0.091985282,South Carolina,1139
SC,2019,February,12 month-ending,Number of Drug Overdose Deaths,1118,100,0.075511745,South Carolina,1123
SC,2019,January,12 month-ending,Number of Drug Overdose Deaths,1116,100,0.079512324,South Carolina,1122
SC,2019,July,12 month-ending,Number of Drug Overdose Deaths,1057,100,0.078556178,South Carolina,1063
SC,2019,June,12 month-ending,Number of Drug Overdose Deaths,1059,100,0.076606725,South Carolina,1064
SC,2019,March,12 month-ending,Number of Drug Overdose Deaths,1104,100,0.075353346,South Carolina,1109
SC,2019,May,12 month-ending,Number of Drug Overdose Deaths,1064,100,0.081081629,South Carolina,1070
SC,2019,November,12 month-ending,Number of Drug Overdose Deaths,1133,100,0.084303493,South Carolina,1140
SC,2019,October,12 month-ending,Number of Drug Overdose Deaths,1109,100,0.084229103,South Carolina,1116
SC,2019,September,12 month-ending,Number of Drug Overdose Deaths,1107,100,0.078425064,South Carolina,1113
SC,2020,April,12 month-ending,Number of Drug Overdose Deaths,1304,100,0.079676629,South Carolina,1311
SC,2020,August,12 month-ending,Number of Drug Overdose Deaths,1586,100,0.064442217,South Carolina,1591
SC,2020,December,12 month-ending,Number of Drug Overdose Deaths,1729,100,0.05805756,South Carolina,1734
SC,2020,February,12 month-ending,Number of Drug Overdose Deaths,1176,100,0.091087305,South Carolina,1184
SC,2020,January,12 month-ending,Number of Drug Overdose Deaths,1148,100,0.089537984,South Carolina,1156
SC,2020,July,12 month-ending,Number of Drug Overdose Deaths,1535,100,0.064493541,South Carolina,1540
SC,2020,June,12 month-ending,Number of Drug Overdose Deaths,1469,100,0.072443046,South Carolina,1475
SC,2020,March,12 month-ending,Number of Drug Overdose Deaths,1244,100,0.090447914,South Carolina,1252
SC,2020,May,12 month-ending,Number of Drug Overdose Deaths,1389,100,0.075172028,South Carolina,1396
SC,2020,November,12 month-ending,Number of Drug Overdose Deaths,1694,100,0.064589601,South Carolina,1700
SC,2020,October,12 month-ending,Number of Drug Overdose Deaths,1651,100,0.05702338,South Carolina,1655
SC,2020,September,12 month-ending,Number of Drug Overdose Deaths,1626,100,0.068490745,South Carolina,1632
SC,2021,April,12 month-ending,Number of Drug Overdose Deaths,1906,100,0.057781803,South Carolina,1911
SC,2021,August,12 month-ending,Number of Drug Overdose Deaths,1980,100,0.053956264,South Carolina,1984
SC,2021,December,12 month-ending,Number of Drug Overdose Deaths,2166,100,0.040443636,South Carolina,2167
SC,2021,February,12 month-ending,Number of Drug Overdose Deaths,1801,100,0.056457304,South Carolina,1805
SC,2021,January,12 month-ending,Number of Drug Overdose Deaths,1778,100,0.055751127,South Carolina,1782
SC,2021,July,12 month-ending,Number of Drug Overdose Deaths,1959,100,0.05889469,South Carolina,1964
SC,2021,June,12 month-ending,Number of Drug Overdose Deaths,1930,100,0.057922009,South Carolina,1935
SC,2021,March,12 month-ending,Number of Drug Overdose Deaths,1830,100,0.054761085,South Carolina,1834
SC,2021,May,12 month-ending,Number of Drug Overdose Deaths,1915,100,0.057789926,South Carolina,1920
SC,2021,November,12 month-ending,Number of Drug Overdose Deaths,2131,100,0.036950363,South Carolina,2131
SC,2021,October,12 month-ending,Number of Drug Overdose Deaths,2109,100,0.047717267,South Carolina,2112
SC,2021,September,12 month-ending,Number of Drug Overdose Deaths,2042,100,0.045021968,South Carolina,2044
SC,2022,April,12 month-ending,Number of Drug Overdose Deaths,2212,100,0.03934096,South Carolina,2213
SC,2022,August,12 month-ending,Number of Drug Overdose Deaths,2249,100,0.048019208,South Carolina,2252
SC,2022,December,12 month-ending,Number of Drug Overdose Deaths,2292,100,0.045009002,South Carolina,2294
SC,2022,February,12 month-ending,Number of Drug Overdose Deaths,2260,100,0.039050297,South Carolina,2261
SC,2022,January,12 month-ending,Number of Drug Overdose Deaths,2203,100,0.042308476,South Carolina,2204
SC,2022,July,12 month-ending,Number of Drug Overdose Deaths,2240,100,0.04250429,South Carolina,2242
SC,2022,June,12 month-ending,Number of Drug Overdose Deaths,2212,100,0.03937628,South Carolina,2213
SC,2022,March,12 month-ending,Number of Drug Overdose Deaths,2258,100,0.040687302,South Carolina,2259
SC,2022,May,12 month-ending,Number of Drug Overdose Deaths,2199,100,0.039415391,South Carolina,2200
SC,2022,November,12 month-ending,Number of Drug Overdose Deaths,2248,100,0.050026681,South Carolina,2252
SC,2022,October,12 month-ending,Number of Drug Overdose Deaths,2216,100,0.048239267,South Carolina,2219
SC,2022,September,12 month-ending,Number of Drug Overdose Deaths,2224,100,0.051032167,South Carolina,2228
SC,2023,April,12 month-ending,Number of Drug Overdose Deaths,2309,100,0.046589478,South Carolina,2314
SC,2023,August,12 month-ending,Number of Drug Overdose Deaths,2297,100,0.048563054,South Carolina,2306
SC,2023,February,12 month-ending,Number of Drug Overdose Deaths,2269,100,0.045180461,South Carolina,2269
SC,2023,January,12 month-ending,Number of Drug Overdose Deaths,2282,100,0.042700736,South Carolina,2282
SC,2023,July,12 month-ending,Number of Drug Overdose Deaths,2312,100,0.055334601,South Carolina,2322
SC,2023,June,12 month-ending,Number of Drug Overdose Deaths,2358,100,0.051756263,South Carolina,2364
SC,2023,March,12 month-ending,Number of Drug Overdose Deaths,2305,100,0.046774305,South Carolina,2311
SC,2023,May,12 month-ending,Number of Drug Overdose Deaths,2343,100,0.05177234,South Carolina,2352
SC,2023,November,12 month-ending,Number of Drug Overdose Deaths,2195,100,0.099791663,South Carolina,2211
SC,2023,October,12 month-ending,Number of Drug Overdose Deaths,2269,100,0.068066391,South Carolina,2282
SC,2023,September,12 month-ending,Number of Drug Overdose Deaths,2268,100,0.055573887,South Carolina,2275
SD,2015,April,12 month-ending,Number of Drug Overdose Deaths,57,100,0.051666236,South Dakota,58
SD,2015,August,12 month-ending,Number of Drug Overdose Deaths,64,100,0.063363325,South Dakota,65
SD,2015,December,12 month-ending,Number of Drug Overdose Deaths,62,100,0.038003547,South Dakota,62
SD,2015,February,12 month-ending,Number of Drug Overdose Deaths,59,100,0.039042166,South Dakota,60
SD,2015,January,12 month-ending,Number of Drug Overdose Deaths,60,100,0.038961039,South Dakota,61
SD,2015,July,12 month-ending,Number of Drug Overdose Deaths,66,100,0.063299152,South Dakota,67
SD,2015,June,12 month-ending,Number of Drug Overdose Deaths,59,100,0.050948924,South Dakota,60
SD,2015,March,12 month-ending,Number of Drug Overdose Deaths,61,100,0.038860104,South Dakota,62
SD,2015,May,12 month-ending,Number of Drug Overdose Deaths,55,100,0.05155968,South Dakota,56
SD,2015,November,12 month-ending,Number of Drug Overdose Deaths,60,100,0.037902716,South Dakota,60
SD,2015,October,12 month-ending,Number of Drug Overdose Deaths,62,100,0.037769105,South Dakota,62
SD,2015,September,12 month-ending,Number of Drug Overdose Deaths,62,100,0.050314465,South Dakota,63
SD,2016,April,12 month-ending,Number of Drug Overdose Deaths,70,100,0.025487447,South Dakota,70
SD,2016,August,12 month-ending,Number of Drug Overdose Deaths,65,100,0.02541619,South Dakota,65
SD,2016,December,12 month-ending,Number of Drug Overdose Deaths,69,100,0.025173065,South Dakota,69
SD,2016,February,12 month-ending,Number of Drug Overdose Deaths,65,100,0.025601639,South Dakota,65
SD,2016,January,12 month-ending,Number of Drug Overdose Deaths,63,100,0.025664057,South Dakota,63
SD,2016,July,12 month-ending,Number of Drug Overdose Deaths,63,100,0.012750223,South Dakota,63
SD,2016,June,12 month-ending,Number of Drug Overdose Deaths,68,100,0.025458248,South Dakota,68
SD,2016,March,12 month-ending,Number of Drug Overdose Deaths,66,100,0.025644313,South Dakota,66
SD,2016,May,12 month-ending,Number of Drug Overdose Deaths,70,100,0.02543882,South Dakota,70
SD,2016,November,12 month-ending,Number of Drug Overdose Deaths,71,100,0.025303644,South Dakota,71
SD,2016,October,12 month-ending,Number of Drug Overdose Deaths,69,100,0.025562372,South Dakota,69
SD,2016,September,12 month-ending,Number of Drug Overdose Deaths,70,100,0.025614754,South Dakota,70
SD,2017,April,12 month-ending,Number of Drug Overdose Deaths,70,100,0.012259409,South Dakota,70
SD,2017,August,12 month-ending,Number of Drug Overdose Deaths,76,100,0,South Dakota,76
SD,2017,December,12 month-ending,Number of Drug Overdose Deaths,75,100,0.024570025,South Dakota,75
SD,2017,February,12 month-ending,Number of Drug Overdose Deaths,74,100,0.024582104,South Dakota,74
SD,2017,January,12 month-ending,Number of Drug Overdose Deaths,75,100,0.024857072,South Dakota,75
SD,2017,July,12 month-ending,Number of Drug Overdose Deaths,75,100,0.012265424,South Dakota,75
SD,2017,June,12 month-ending,Number of Drug Overdose Deaths,75,100,0.012212995,South Dakota,75
SD,2017,March,12 month-ending,Number of Drug Overdose Deaths,70,100,0.024414063,South Dakota,70
SD,2017,May,12 month-ending,Number of Drug Overdose Deaths,75,100,0.012239902,South Dakota,75
SD,2017,November,12 month-ending,Number of Drug Overdose Deaths,76,100,0.012190662,South Dakota,76
SD,2017,October,12 month-ending,Number of Drug Overdose Deaths,75,100,0,South Dakota,75
SD,2017,September,12 month-ending,Number of Drug Overdose Deaths,75,100,0,South Dakota,75
SD,2018,April,12 month-ending,Number of Drug Overdose Deaths,64,100,0.024953213,South Dakota,64
SD,2018,August,12 month-ending,Number of Drug Overdose Deaths,58,100,0.024773938,South Dakota,58
SD,2018,December,12 month-ending,Number of Drug Overdose Deaths,57,100,0,South Dakota,57
SD,2018,February,12 month-ending,Number of Drug Overdose Deaths,64,100,0.024783147,South Dakota,64
SD,2018,January,12 month-ending,Number of Drug Overdose Deaths,69,100,0.024609327,South Dakota,69
SD,2018,July,12 month-ending,Number of Drug Overdose Deaths,62,100,0.024727992,South Dakota,62
SD,2018,June,12 month-ending,Number of Drug Overdose Deaths,62,100,0.024940766,South Dakota,62
SD,2018,March,12 month-ending,Number of Drug Overdose Deaths,67,100,0.024888004,South Dakota,67
SD,2018,May,12 month-ending,Number of Drug Overdose Deaths,61,100,0.024968789,South Dakota,61
SD,2018,November,12 month-ending,Number of Drug Overdose Deaths,55,100,0.012356357,South Dakota,55
SD,2018,October,12 month-ending,Number of Drug Overdose Deaths,58,100,0.024660912,South Dakota,58
SD,2018,September,12 month-ending,Number of Drug Overdose Deaths,55,100,0.024594196,South Dakota,55
SD,2019,April,12 month-ending,Number of Drug Overdose Deaths,65,100,0,South Dakota,65
SD,2019,August,12 month-ending,Number of Drug Overdose Deaths,78,100,0.012014898,South Dakota,78
SD,2019,December,12 month-ending,Number of Drug Overdose Deaths,88,100,0.035769643,South Dakota,88
SD,2019,February,12 month-ending,Number of Drug Overdose Deaths,64,100,0,South Dakota,64
SD,2019,January,12 month-ending,Number of Drug Overdose Deaths,56,100,0,South Dakota,56
SD,2019,July,12 month-ending,Number of Drug Overdose Deaths,71,100,0.012152145,South Dakota,71
SD,2019,June,12 month-ending,Number of Drug Overdose Deaths,72,100,0,South Dakota,72
SD,2019,March,12 month-ending,Number of Drug Overdose Deaths,62,100,0,South Dakota,62
SD,2019,May,12 month-ending,Number of Drug Overdose Deaths,69,100,0,South Dakota,69
SD,2019,November,12 month-ending,Number of Drug Overdose Deaths,89,100,0.035769643,South Dakota,89
SD,2019,October,12 month-ending,Number of Drug Overdose Deaths,84,100,0.024003841,South Dakota,84
SD,2019,September,12 month-ending,Number of Drug Overdose Deaths,84,100,0.023954965,South Dakota,84
SD,2020,April,12 month-ending,Number of Drug Overdose Deaths,95,100,0.035570311,South Dakota,95
SD,2020,August,12 month-ending,Number of Drug Overdose Deaths,84,100,0.023266636,South Dakota,84
SD,2020,December,12 month-ending,Number of Drug Overdose Deaths,74,100,0.009875568,South Dakota,74
SD,2020,February,12 month-ending,Number of Drug Overdose Deaths,87,100,0.035620993,South Dakota,87
SD,2020,January,12 month-ending,Number of Drug Overdose Deaths,88,100,0.035782443,South Dakota,88
SD,2020,July,12 month-ending,Number of Drug Overdose Deaths,91,100,0.02342469,South Dakota,91
SD,2020,June,12 month-ending,Number of Drug Overdose Deaths,91,100,0.035507161,South Dakota,91
SD,2020,March,12 month-ending,Number of Drug Overdose Deaths,92,100,0.035498758,South Dakota,92
SD,2020,May,12 month-ending,Number of Drug Overdose Deaths,91,100,0.035561878,South Dakota,91
SD,2020,November,12 month-ending,Number of Drug Overdose Deaths,70,100,0.010267995,South Dakota,70
SD,2020,October,12 month-ending,Number of Drug Overdose Deaths,75,100,0.02219017,South Dakota,75
SD,2020,September,12 month-ending,Number of Drug Overdose Deaths,80,100,0.022946306,South Dakota,80
SD,2021,April,12 month-ending,Number of Drug Overdose Deaths,78,100,0.00971251,South Dakota,78
SD,2021,August,12 month-ending,Number of Drug Overdose Deaths,86,100,0.029382958,South Dakota,86
SD,2021,December,12 month-ending,Number of Drug Overdose Deaths,101,100,0.053151908,South Dakota,102
SD,2021,February,12 month-ending,Number of Drug Overdose Deaths,81,100,0.009688984,South Dakota,81
SD,2021,January,12 month-ending,Number of Drug Overdose Deaths,76,100,0.009706853,South Dakota,76
SD,2021,July,12 month-ending,Number of Drug Overdose Deaths,80,100,0.019519813,South Dakota,80
SD,2021,June,12 month-ending,Number of Drug Overdose Deaths,74,100,0.00973236,South Dakota,74
SD,2021,March,12 month-ending,Number of Drug Overdose Deaths,77,100,0.00969838,South Dakota,77
SD,2021,May,12 month-ending,Number of Drug Overdose Deaths,75,100,0.009733307,South Dakota,75
SD,2021,November,12 month-ending,Number of Drug Overdose Deaths,103,100,0.041884817,South Dakota,104
SD,2021,October,12 month-ending,Number of Drug Overdose Deaths,96,100,0.03960396,South Dakota,97
SD,2021,September,12 month-ending,Number of Drug Overdose Deaths,88,100,0.029254022,South Dakota,88
SD,2022,April,12 month-ending,Number of Drug Overdose Deaths,97,100,0.051851084,South Dakota,98
SD,2022,August,12 month-ending,Number of Drug Overdose Deaths,91,100,0.041485169,South Dakota,92
SD,2022,December,12 month-ending,Number of Drug Overdose Deaths,84,100,0.021822149,South Dakota,84
SD,2022,February,12 month-ending,Number of Drug Overdose Deaths,96,100,0.052056221,South Dakota,97
SD,2022,January,12 month-ending,Number of Drug Overdose Deaths,103,100,0.052664841,South Dakota,104
SD,2022,July,12 month-ending,Number of Drug Overdose Deaths,94,100,0.051631557,South Dakota,95
SD,2022,June,12 month-ending,Number of Drug Overdose Deaths,97,100,0.062396007,South Dakota,98
SD,2022,March,12 month-ending,Number of Drug Overdose Deaths,99,100,0.052050802,South Dakota,100
SD,2022,May,12 month-ending,Number of Drug Overdose Deaths,101,100,0.051834957,South Dakota,102
SD,2022,November,12 month-ending,Number of Drug Overdose Deaths,84,100,0.021572646,South Dakota,84
SD,2022,October,12 month-ending,Number of Drug Overdose Deaths,89,100,0.021215657,South Dakota,89
SD,2022,September,12 month-ending,Number of Drug Overdose Deaths,96,100,0.031582272,South Dakota,96
SD,2023,April,12 month-ending,Number of Drug Overdose Deaths,85,100,0.022854531,South Dakota,85
SD,2023,August,12 month-ending,Number of Drug Overdose Deaths,83,100,0.011414222,South Dakota,83
SD,2023,February,12 month-ending,Number of Drug Overdose Deaths,87,100,0.02283105,South Dakota,87
SD,2023,January,12 month-ending,Number of Drug Overdose Deaths,85,100,0.022381379,South Dakota,85
SD,2023,July,12 month-ending,Number of Drug Overdose Deaths,88,100,0.011453442,South Dakota,88
SD,2023,June,12 month-ending,Number of Drug Overdose Deaths,90,100,0.011388225,South Dakota,90
SD,2023,March,12 month-ending,Number of Drug Overdose Deaths,88,100,0.022870212,South Dakota,88
SD,2023,May,12 month-ending,Number of Drug Overdose Deaths,88,100,0.022786829,South Dakota,89
SD,2023,November,12 month-ending,Number of Drug Overdose Deaths,82,100,0.034087036,South Dakota,82
SD,2023,October,12 month-ending,Number of Drug Overdose Deaths,84,100,0.034172457,South Dakota,85
SD,2023,September,12 month-ending,Number of Drug Overdose Deaths,80,100,0.022789426,South Dakota,80
TN,2015,April,12 month-ending,Number of Drug Overdose Deaths,1302,100,0.182602444,Tennessee,1325
TN,2015,August,12 month-ending,Number of Drug Overdose Deaths,1388,100,0.202146741,Tennessee,1416
TN,2015,December,12 month-ending,Number of Drug Overdose Deaths,1455,100,0.290445207,Tennessee,1501
TN,2015,February,12 month-ending,Number of Drug Overdose Deaths,1278,100,0.174954093,Tennessee,1300
TN,2015,January,12 month-ending,Number of Drug Overdose Deaths,1296,100,0.164377982,Tennessee,1316
TN,2015,July,12 month-ending,Number of Drug Overdose Deaths,1375,100,0.189753321,Tennessee,1401
TN,2015,June,12 month-ending,Number of Drug Overdose Deaths,1349,100,0.176187475,Tennessee,1372
TN,2015,March,12 month-ending,Number of Drug Overdose Deaths,1311,100,0.176828304,Tennessee,1334
TN,2015,May,12 month-ending,Number of Drug Overdose Deaths,1331,100,0.18244243,Tennessee,1355
TN,2015,November,12 month-ending,Number of Drug Overdose Deaths,1430,100,0.251985447,Tennessee,1468
TN,2015,October,12 month-ending,Number of Drug Overdose Deaths,1440,100,0.237936748,Tennessee,1476
TN,2015,September,12 month-ending,Number of Drug Overdose Deaths,1412,100,0.216062544,Tennessee,1443
TN,2016,April,12 month-ending,Number of Drug Overdose Deaths,1510,100,0.278031254,Tennessee,1555
TN,2016,August,12 month-ending,Number of Drug Overdose Deaths,1579,100,0.24181232,Tennessee,1619
TN,2016,December,12 month-ending,Number of Drug Overdose Deaths,1643,100,0.148239309,Tennessee,1665
TN,2016,February,12 month-ending,Number of Drug Overdose Deaths,1515,100,0.283887248,Tennessee,1561
TN,2016,January,12 month-ending,Number of Drug Overdose Deaths,1488,100,0.293995325,Tennessee,1535
TN,2016,July,12 month-ending,Number of Drug Overdose Deaths,1552,100,0.253897108,Tennessee,1594
TN,2016,June,12 month-ending,Number of Drug Overdose Deaths,1515,100,0.262821423,Tennessee,1557
TN,2016,March,12 month-ending,Number of Drug Overdose Deaths,1502,100,0.284871736,Tennessee,1548
TN,2016,May,12 month-ending,Number of Drug Overdose Deaths,1525,100,0.27062443,Tennessee,1569
TN,2016,November,12 month-ending,Number of Drug Overdose Deaths,1629,100,0.191506139,Tennessee,1660
TN,2016,October,12 month-ending,Number of Drug Overdose Deaths,1589,100,0.187382006,Tennessee,1618
TN,2016,September,12 month-ending,Number of Drug Overdose Deaths,1585,100,0.219174208,Tennessee,1621
TN,2017,April,12 month-ending,Number of Drug Overdose Deaths,1724,100,0.14760453,Tennessee,1747
TN,2017,August,12 month-ending,Number of Drug Overdose Deaths,1736,100,0.195162177,Tennessee,1770
TN,2017,December,12 month-ending,Number of Drug Overdose Deaths,1783,100,0.252395039,Tennessee,1830
TN,2017,February,12 month-ending,Number of Drug Overdose Deaths,1652,100,0.14877435,Tennessee,1675
TN,2017,January,12 month-ending,Number of Drug Overdose Deaths,1643,100,0.147560381,Tennessee,1665
TN,2017,July,12 month-ending,Number of Drug Overdose Deaths,1745,100,0.175816931,Tennessee,1775
TN,2017,June,12 month-ending,Number of Drug Overdose Deaths,1758,100,0.168127446,Tennessee,1786
TN,2017,March,12 month-ending,Number of Drug Overdose Deaths,1691,100,0.148025178,Tennessee,1714
TN,2017,May,12 month-ending,Number of Drug Overdose Deaths,1737,100,0.161241421,Tennessee,1763
TN,2017,November,12 month-ending,Number of Drug Overdose Deaths,1760,100,0.25208481,Tennessee,1807
TN,2017,October,12 month-ending,Number of Drug Overdose Deaths,1768,100,0.247457071,Tennessee,1814
TN,2017,September,12 month-ending,Number of Drug Overdose Deaths,1764,100,0.218851304,Tennessee,1803
TN,2018,April,12 month-ending,Number of Drug Overdose Deaths,1787,100,0.283499268,Tennessee,1841
TN,2018,August,12 month-ending,Number of Drug Overdose Deaths,1835,100,0.328196918,Tennessee,1901
TN,2018,December,12 month-ending,Number of Drug Overdose Deaths,1837,100,0.435537742,Tennessee,1929
TN,2018,February,12 month-ending,Number of Drug Overdose Deaths,1792,100,0.26331266,Tennessee,1842
TN,2018,January,12 month-ending,Number of Drug Overdose Deaths,1765,100,0.258862347,Tennessee,1813
TN,2018,July,12 month-ending,Number of Drug Overdose Deaths,1825,100,0.31562617,Tennessee,1888
TN,2018,June,12 month-ending,Number of Drug Overdose Deaths,1810,100,0.294625758,Tennessee,1868
TN,2018,March,12 month-ending,Number of Drug Overdose Deaths,1786,100,0.275215809,Tennessee,1839
